id,user_id,trial_number,alpha_value,time_taken,video_rankings,category
26,16,0,0.0,64,"{'sk9xYje9XAQ': {'user_rating': '2', 'predicted_rating': '1'}, 'TmM9XAIKa-Y': {'user_rating': '2', 'predicted_rating': '2'}, 'GE5C_So1y00': {'user_rating': '5', 'predicted_rating': '3'}, 'tCJZiHEpHbg': {'user_rating': '4', 'predicted_rating': '4'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '5'}}",Loops
27,16,1,0.0,51,"{'P6ivQ3QRq0I': {'user_rating': '5', 'predicted_rating': '1'}, 'yvWnj_HfG6s': {'user_rating': '5', 'predicted_rating': '2'}, 'XHgC6Md8L9o': {'user_rating': '2', 'predicted_rating': '3'}, 'GE5C_So1y00': {'user_rating': '2', 'predicted_rating': '4'}, '-tGUQGU9Gl4': {'user_rating': '5', 'predicted_rating': '5'}}",Conditional
28,16,2,0.0,70,"{'Gbz3Ao2xq_4': {'user_rating': '5', 'predicted_rating': '1'}, 'L3-q2GxAqZA': {'user_rating': '5', 'predicted_rating': '2'}, 'n-23Y4IygxM': {'user_rating': '2', 'predicted_rating': '3'}, 'xzjZy-dHHLw': {'user_rating': '3', 'predicted_rating': '4'}, 'qMePCtjeqB4': {'user_rating': '3', 'predicted_rating': '5'}}",Array
29,16,3,0.25,40,"{'TmM9XAIKa-Y': {'user_rating': '1', 'predicted_rating': '1.75'}, 'sk9xYje9XAQ': {'user_rating': '5', 'predicted_rating': '2.0'}, 'GE5C_So1y00': {'user_rating': '3', 'predicted_rating': '3.0'}, 'tCJZiHEpHbg': {'user_rating': '4', 'predicted_rating': '3.5'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.75'}}",Loops
30,16,4,0.25,28,"{'P6ivQ3QRq0I': {'user_rating': '5', 'predicted_rating': '1.75'}, 'XHgC6Md8L9o': {'user_rating': '1', 'predicted_rating': '2.75'}, 'yvWnj_HfG6s': {'user_rating': '5', 'predicted_rating': '2.75'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '3.75'}, '-tGUQGU9Gl4': {'user_rating': '5', 'predicted_rating': '4.0'}}",Conditional
31,16,5,0.25,31,"{'Gbz3Ao2xq_4': {'user_rating': '1', 'predicted_rating': '1.75'}, 'L3-q2GxAqZA': {'user_rating': '1', 'predicted_rating': '2.0'}, 'n-23Y4IygxM': {'user_rating': '5', 'predicted_rating': '3.0'}, 'xzjZy-dHHLw': {'user_rating': '5', 'predicted_rating': '3.25'}, 'qMePCtjeqB4': {'user_rating': '4', 'predicted_rating': '5.0'}}",Array
32,16,6,0.5,37,"{'TmM9XAIKa-Y': {'user_rating': '3', 'predicted_rating': '1.5'}, 'tCJZiHEpHbg': {'user_rating': '3', 'predicted_rating': '3.0'}, 'GE5C_So1y00': {'user_rating': '3', 'predicted_rating': '3.0'}, 'sk9xYje9XAQ': {'user_rating': '1', 'predicted_rating': '3.0'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.5'}}",Loops
33,16,7,0.5,28,"{'XHgC6Md8L9o': {'user_rating': '1', 'predicted_rating': '2.5'}, 'P6ivQ3QRq0I': {'user_rating': '5', 'predicted_rating': '2.5'}, '-tGUQGU9Gl4': {'user_rating': '5', 'predicted_rating': '3.0'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '3.5'}, 'yvWnj_HfG6s': {'user_rating': '4', 'predicted_rating': '3.5'}}",Conditional
34,16,8,0.5,23,"{'L3-q2GxAqZA': {'user_rating': '1', 'predicted_rating': '2.0'}, 'xzjZy-dHHLw': {'user_rating': '4', 'predicted_rating': '2.5'}, 'Gbz3Ao2xq_4': {'user_rating': '1', 'predicted_rating': '2.5'}, 'n-23Y4IygxM': {'user_rating': '5', 'predicted_rating': '3.0'}, 'qMePCtjeqB4': {'user_rating': '3', 'predicted_rating': '5.0'}}",Array
35,16,9,0.75,22,"{'TmM9XAIKa-Y': {'user_rating': '1', 'predicted_rating': '1.25'}, 'tCJZiHEpHbg': {'user_rating': '4', 'predicted_rating': '2.5'}, 'GE5C_So1y00': {'user_rating': '4', 'predicted_rating': '3.0'}, 'sk9xYje9XAQ': {'user_rating': '1', 'predicted_rating': '4.0'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.25'}}",Loops
36,16,10,0.75,26,"{'-tGUQGU9Gl4': {'user_rating': '5', 'predicted_rating': '2.0'}, 'XHgC6Md8L9o': {'user_rating': '1', 'predicted_rating': '2.25'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '3.25'}, 'P6ivQ3QRq0I': {'user_rating': '5', 'predicted_rating': '3.25'}, 'yvWnj_HfG6s': {'user_rating': '4', 'predicted_rating': '4.25'}}",Conditional
37,16,11,0.75,22,"{'xzjZy-dHHLw': {'user_rating': '5', 'predicted_rating': '1.75'}, 'L3-q2GxAqZA': {'user_rating': '1', 'predicted_rating': '2.0'}, 'n-23Y4IygxM': {'user_rating': '5', 'predicted_rating': '3.0'}, 'Gbz3Ao2xq_4': {'user_rating': '1', 'predicted_rating': '3.25'}, 'qMePCtjeqB4': {'user_rating': '3', 'predicted_rating': '5.0'}}",Array
38,16,12,1.0,16,"{'TmM9XAIKa-Y': {'user_rating': '1', 'predicted_rating': '1.0'}, 'tCJZiHEpHbg': {'user_rating': '4', 'predicted_rating': '2.0'}, 'GE5C_So1y00': {'user_rating': '5', 'predicted_rating': '3.0'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.0'}, 'sk9xYje9XAQ': {'user_rating': '1', 'predicted_rating': '5.0'}}",Loops
39,16,13,1.0,27,"{'-tGUQGU9Gl4': {'user_rating': '5', 'predicted_rating': '1.0'}, 'XHgC6Md8L9o': {'user_rating': '1', 'predicted_rating': '2.0'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '3.0'}, 'P6ivQ3QRq0I': {'user_rating': '5', 'predicted_rating': '4.0'}, 'yvWnj_HfG6s': {'user_rating': '4', 'predicted_rating': '5.0'}}",Conditional
40,16,14,1.0,22,"{'xzjZy-dHHLw': {'user_rating': '5', 'predicted_rating': '1.0'}, 'L3-q2GxAqZA': {'user_rating': '1', 'predicted_rating': '2.0'}, 'n-23Y4IygxM': {'user_rating': '5', 'predicted_rating': '3.0'}, 'Gbz3Ao2xq_4': {'user_rating': '1', 'predicted_rating': '4.0'}, 'qMePCtjeqB4': {'user_rating': '3', 'predicted_rating': '5.0'}}",Array
41,17,0,0.0,69,"{'6sYZDA8JPhk': {'user_rating': '1', 'predicted_rating': '1'}, 'DOlg2dBrErc': {'user_rating': '1', 'predicted_rating': '2'}, 'sk9xYje9XAQ': {'user_rating': '1', 'predicted_rating': '3'}, 'g8GcFboF2rM': {'user_rating': '5', 'predicted_rating': '4'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '5'}}",Loops
42,17,1,0.0,53,"{'6sYZDA8JPhk': {'user_rating': '1', 'predicted_rating': '1'}, 'CwjSpUIFi7w': {'user_rating': '1', 'predicted_rating': '2'}, '2E-UgePiOoo': {'user_rating': '1', 'predicted_rating': '3'}, 'g8GcFboF2rM': {'user_rating': '1', 'predicted_rating': '4'}, 'xgJbuxvgdXY': {'user_rating': '1', 'predicted_rating': '5'}}",Conditional
43,17,2,0.0,129,"{'GE5C_So1y00': {'user_rating': '2', 'predicted_rating': '1'}, 'XHgC6Md8L9o': {'user_rating': '2', 'predicted_rating': '2'}, 'xzjZy-dHHLw': {'user_rating': '3', 'predicted_rating': '3'}, 'qMePCtjeqB4': {'user_rating': '3', 'predicted_rating': '4'}, 'YPK6NYMJt_A': {'user_rating': '1', 'predicted_rating': '5'}}",Array
44,17,3,0.25,46,"{'GwcisLY5avc': {'user_rating': '3', 'predicted_rating': '1.75'}, '3jMaKlNBjug': {'user_rating': '3', 'predicted_rating': '2.0'}, '2E-UgePiOoo': {'user_rating': '3', 'predicted_rating': '2.75'}, 'g8GcFboF2rM': {'user_rating': '3', 'predicted_rating': '3.75'}, 'XHgC6Md8L9o': {'user_rating': '3', 'predicted_rating': '4.75'}}",Loops
45,17,4,0.25,101,"{'6sYZDA8JPhk': {'user_rating': '2', 'predicted_rating': '1.25'}, 'CwjSpUIFi7w': {'user_rating': '1', 'predicted_rating': '2.5'}, '2E-UgePiOoo': {'user_rating': '1', 'predicted_rating': '3.0'}, 'g8GcFboF2rM': {'user_rating': '1', 'predicted_rating': '3.25'}, 'xgJbuxvgdXY': {'user_rating': '2', 'predicted_rating': '5.0'}}",Conditional
46,17,5,0.25,147,"{'_SIptqsH3dI': {'user_rating': '4', 'predicted_rating': '1.25'}, 'rzXoz2KOP7E': {'user_rating': '4', 'predicted_rating': '2.25'}, 'SsRWKoTBxBQ': {'user_rating': '3', 'predicted_rating': '3.25'}, 'TlFC8tAqD9w': {'user_rating': '1', 'predicted_rating': '3.25'}, '2cj2WXBCQo0': {'user_rating': '2', 'predicted_rating': '5.0'}}",Array
47,17,6,0.5,80,"{'GwcisLY5avc': {'user_rating': '3', 'predicted_rating': '1.5'}, '2E-UgePiOoo': {'user_rating': '3', 'predicted_rating': '2.5'}, '3jMaKlNBjug': {'user_rating': '3', 'predicted_rating': '3.0'}, 'g8GcFboF2rM': {'user_rating': '3', 'predicted_rating': '3.5'}, 'XHgC6Md8L9o': {'user_rating': '3', 'predicted_rating': '4.5'}}",Loops
48,17,7,0.5,76,"{'6sYZDA8JPhk': {'user_rating': '3', 'predicted_rating': '1.5'}, 'g8GcFboF2rM': {'user_rating': '1', 'predicted_rating': '2.5'}, '2E-UgePiOoo': {'user_rating': '1', 'predicted_rating': '3.0'}, 'CwjSpUIFi7w': {'user_rating': '1', 'predicted_rating': '3.0'}, 'xgJbuxvgdXY': {'user_rating': '3', 'predicted_rating': '5.0'}}",Conditional
49,17,8,0.5,57,"{'_SIptqsH3dI': {'user_rating': '4', 'predicted_rating': '1.5'}, 'SsRWKoTBxBQ': {'user_rating': '4', 'predicted_rating': '2.5'}, 'rzXoz2KOP7E': {'user_rating': '5', 'predicted_rating': '2.5'}, 'TlFC8tAqD9w': {'user_rating': '4', 'predicted_rating': '3.5'}, '2cj2WXBCQo0': {'user_rating': '4', 'predicted_rating': '5.0'}}",Array
50,17,9,0.75,84,"{'CwjSpUIFi7w': {'user_rating': '1', 'predicted_rating': '1.75'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '2.0'}, 'SGJ9DpxGCkY': {'user_rating': '4', 'predicted_rating': '3.0'}, 'GE5C_So1y00': {'user_rating': '4', 'predicted_rating': '4.0'}, '3jMaKlNBjug': {'user_rating': '1', 'predicted_rating': '4.25'}}",Loops
51,17,10,0.75,41,"{'g8GcFboF2rM': {'user_rating': '1', 'predicted_rating': '1.75'}, '6sYZDA8JPhk': {'user_rating': '2', 'predicted_rating': '1.75'}, '2E-UgePiOoo': {'user_rating': '1', 'predicted_rating': '3.0'}, 'CwjSpUIFi7w': {'user_rating': '1', 'predicted_rating': '3.5'}, 'xgJbuxvgdXY': {'user_rating': '2', 'predicted_rating': '5.0'}}",Conditional
52,17,11,0.75,60,"{'SsRWKoTBxBQ': {'user_rating': '1', 'predicted_rating': '1.75'}, '_SIptqsH3dI': {'user_rating': '1', 'predicted_rating': '1.75'}, 'rzXoz2KOP7E': {'user_rating': '1', 'predicted_rating': '2.75'}, 'TlFC8tAqD9w': {'user_rating': '1', 'predicted_rating': '3.75'}, '2cj2WXBCQo0': {'user_rating': '3', 'predicted_rating': '5.0'}}",Array
53,17,12,1.0,46,"{'GwcisLY5avc': {'user_rating': '1', 'predicted_rating': '1.0'}, 'g8GcFboF2rM': {'user_rating': '5', 'predicted_rating': '2.0'}, '3jMaKlNBjug': {'user_rating': '1', 'predicted_rating': '3.0'}, 'SGJ9DpxGCkY': {'user_rating': '5', 'predicted_rating': '4.0'}, '2cj2WXBCQo0': {'user_rating': '4', 'predicted_rating': '5.0'}}",Loops
54,17,13,1.0,60,"{'g8GcFboF2rM': {'user_rating': '1', 'predicted_rating': '1.0'}, '6sYZDA8JPhk': {'user_rating': '5', 'predicted_rating': '2.0'}, '2E-UgePiOoo': {'user_rating': '1', 'predicted_rating': '3.0'}, 'CwjSpUIFi7w': {'user_rating': '1', 'predicted_rating': '4.0'}, 'xgJbuxvgdXY': {'user_rating': '1', 'predicted_rating': '5.0'}}",Conditional
55,17,14,1.0,85,"{'qMePCtjeqB4': {'user_rating': '4', 'predicted_rating': '1.0'}, 'GE5C_So1y00': {'user_rating': '3', 'predicted_rating': '2.0'}, 'XHgC6Md8L9o': {'user_rating': '4', 'predicted_rating': '3.0'}, 'YPK6NYMJt_A': {'user_rating': '1', 'predicted_rating': '4.0'}, 'xzjZy-dHHLw': {'user_rating': '4', 'predicted_rating': '5.0'}}",Array
56,18,0,0.0,119,"{'sk9xYje9XAQ': {'user_rating': '2', 'predicted_rating': '1'}, 'CwjSpUIFi7w': {'user_rating': '2', 'predicted_rating': '2'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '3'}, 'ROHp1tKTYQ4': {'user_rating': '4', 'predicted_rating': '4'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '5'}}",Loops
57,18,1,0.0,58,"{'3jMaKlNBjug': {'user_rating': '1', 'predicted_rating': '1'}, 'SGJ9DpxGCkY': {'user_rating': '1', 'predicted_rating': '2'}, 'yvWnj_HfG6s': {'user_rating': '5', 'predicted_rating': '3'}, 't8mmNbgKA8w': {'user_rating': '1', 'predicted_rating': '4'}, 'xzjZy-dHHLw': {'user_rating': '1', 'predicted_rating': '5'}}",Conditional
58,18,2,0.0,206,"{'Gbz3Ao2xq_4': {'user_rating': '3', 'predicted_rating': '1'}, 'alwukGslBG8': {'user_rating': '4', 'predicted_rating': '2'}, 'xzjZy-dHHLw': {'user_rating': '2', 'predicted_rating': '3'}, 'L3-q2GxAqZA': {'user_rating': '3', 'predicted_rating': '4'}, 'qMePCtjeqB4': {'user_rating': '1', 'predicted_rating': '5'}}",Array
59,18,3,0.25,122,"{'sk9xYje9XAQ': {'user_rating': '3', 'predicted_rating': '1.0'}, 'CwjSpUIFi7w': {'user_rating': '4', 'predicted_rating': '2.5'}, 'ROHp1tKTYQ4': {'user_rating': '2', 'predicted_rating': '3.5'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '3.5'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.5'}}",Loops
60,18,4,0.25,47,"{'SGJ9DpxGCkY': {'user_rating': '1', 'predicted_rating': '1.75'}, '3jMaKlNBjug': {'user_rating': '1', 'predicted_rating': '1.75'}, 'yvWnj_HfG6s': {'user_rating': '4', 'predicted_rating': '2.75'}, 't8mmNbgKA8w': {'user_rating': '1', 'predicted_rating': '3.75'}, 'xzjZy-dHHLw': {'user_rating': '1', 'predicted_rating': '5.0'}}",Conditional
61,18,5,0.25,68,"{'Gbz3Ao2xq_4': {'user_rating': '2', 'predicted_rating': '1.5'}, 'alwukGslBG8': {'user_rating': '2', 'predicted_rating': '1.75'}, 'xzjZy-dHHLw': {'user_rating': '3', 'predicted_rating': '2.75'}, 'L3-q2GxAqZA': {'user_rating': '2', 'predicted_rating': '4.0'}, 'qMePCtjeqB4': {'user_rating': '1', 'predicted_rating': '5.0'}}",Array
62,18,6,0.5,100,"{'sk9xYje9XAQ': {'user_rating': '2', 'predicted_rating': '1.0'}, 'ROHp1tKTYQ4': {'user_rating': '4', 'predicted_rating': '3.0'}, 'CwjSpUIFi7w': {'user_rating': '2', 'predicted_rating': '3.0'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.0'}, 'GE5C_So1y00': {'user_rating': '1', 'predicted_rating': '4.0'}}",Loops
